"Oxs_RungeKuttaEvolve:evolve:Total energy","Oxs_RungeKuttaEvolve:evolve:Energy calc count","Oxs_RungeKuttaEvolve:evolve:Max dm/dt","Oxs_RungeKuttaEvolve:evolve:dE/dt","Oxs_RungeKuttaEvolve:evolve:Delta E","Oxs_CubicAnisotropy::Energy","Oxs_UniformExchange::Energy","Oxs_UniformExchange::Max Spin Ang","Oxs_UniformExchange::Stage Max Spin Ang","Oxs_UniformExchange::Run Max Spin Ang","Oxs_ScriptUZeeman::Energy","Oxs_ScriptUZeeman::B","Oxs_ScriptUZeeman::Bx","Oxs_ScriptUZeeman::By","Oxs_ScriptUZeeman::Bz","Oxs_Demag::Energy","Oxs_TimeDriver::Iteration","Oxs_TimeDriver::Stage iteration","Oxs_TimeDriver::Stage","Oxs_TimeDriver::mx","Oxs_TimeDriver::my","Oxs_TimeDriver::mz","Oxs_TimeDriver::Last time step","Oxs_TimeDriver::Simulation time"
2.7730556310436897e-17,1,6304.8357849842196,-1.7735408319010952e-08,0,0,7.8000000000000001e-18,90.000000000000014,90.000000000000014,90.000000000000014,0,0,0,0,0,1.9930556310436898e-17,0,0,0,0,0.050000000000000003,0,0,0
2.7730529587115191e-17,7,6304.8294879194373,-1.773536119785816e-08,-2.6723321706453479e-23,0,7.7999822348927296e-18,89.999877842875833,90.000000000000014,90.000000000000014,-7.5013838767679685e-39,6.8527048463426338e-06,6.8527048463426338e-06,0,0,1.9930547352222463e-17,1,1,0,4.6876569588979083e-16,0.050000005725793592,4.5413719481265009e-14,1.5067799263900698e-15,1.5067799263900698e-15
2.7730422694532194e-17,13,6304.8041757462133,-1.7735175448048833e-08,-1.0689258299505651e-22,0,7.7999107984797367e-18,89.999376739388111,90.000000000000014,90.000000000000014,-9.6524747680372545e-37,3.4263495928627646e-05,3.4263495928627646e-05,0,0,1.9930511896052459e-17,2,2,0,1.1781230568885804e-14,0.050000027189540497,1.1353398895389926e-12,6.0271197055602791e-15,7.5338996319503486e-15
2.7729995134999983e-17,19,6304.7009446731481,-1.7734476206333773e-08,-4.2755953221289624e-22,0,7.7996190364803884e-18,89.997172729208202,90.000000000000014,90.000000000000014,-7.8974877817314902e-35,0.00014390462244497063,0.00014390462244497063,0,0,1.9930376098519596e-17,3,3,0,2.2865210970242816e-13,0.050000090015194232,2.0027056309714908e-11,2.4108478822241116e-14,3.1642378454191468e-14
2.7728285040127915e-17,25,6304.2563109452431,-1.7732379420543187e-08,-1.7100948720692754e-21,0,7.7983556825692095e-18,89.98569460467067,90.000000000000014,90.000000000000014,-7.2163668109839053e-33,0.00058233509581705396,0.00058233509581705396,0,0,1.9929929357558712e-17,4,4,0,5.1634106785058977e-12,0.049999972972217054,3.2805372156000581e-10,9.6433915288964465e-14,1.2807629374315595e-13
2.7721445061826677e-17,31,6301.9691751047421,-1.7735203126780849e-08,-6.8399783012369435e-21,0,7.7917571065229971e-18,89.896754378370375,90.000000000000014,90.000000000000014,-9.7226111655853612e-31,0.0023274314123047789,0.0023274314123047789,0,0,1.992968795530465e-17,5,5,0,1.7405830323696137e-10,0.049993626208258708,5.2681552030226919e-09,3.8573566115585786e-13,5.1381195489901386e-13
2.7693971895906561e-17,37,6284.156005803201,-1.7927131719420946e-08,-2.7473165920114757e-20,0,7.740057301901047e-18,88.854374858392262,90.000000000000014,90.000000000000014,-1.7696775669324881e-28,0.0087655168829449195,0.0087655168829449195,0,0,1.9953914594182482e-17,6,6,0,8.4121182902405666e-09,0.049876871567322636,8.1625416464521555e-08,1.5429426446234314e-12,2.0567545995224453e-12
2.7610268294090299e-17,43,6109.3271343930264,-2.0057763904643255e-08,-8.3703601816261514e-20,0,7.3498700824320855e-18,79.73600275490594,90.000000000000014,90.000000000000014,-6.6777033736323322e-27,0.013865619879279513,0.013865619879279513,0,0,2.0260398218335918e-17,7,7,0,2.0066729282960295e-07,0.048895796805435585,5.9581489526838896e-07,4.491162192210576e-12,6.5479167917330217e-12
2.7507902028721286e-17,49,5588.6949117403055,-2.3164299807244462e-08,-1.0236626536901391e-19,0,6.7691060333656006e-18,62.362735929242206,90.000000000000014,90.000000000000014,6.1606740522402231e-27,0.0040379426308424747,-0.0040379426308424747,0,0,2.073879598919501e-17,8,8,0,6.3570678344617285e-07,0.047358465818731779,8.1399354571357745e-07,4.7675851036016933e-12,1.1315501895334715e-11
2.7387694685046321e-17,55,5001.5005194167161,-2.4438920853589021e-08,-1.2020734367496442e-19,0,6.443414958967398e-18,53.53457346089084,90.000000000000014,90.000000000000014,3.2710317741064642e-26,0.014631670528305702,-0.014631670528305702,0,0,2.0944279693368605e-17,9,9,0,9.3149302619819841e-07,0.045066251847224743,3.0792729777705973e-07,5.1197235655305571e-12,1.6435225460865271e-11
