"Oxs_RungeKuttaEvolve:evolve:Total energy","Oxs_RungeKuttaEvolve:evolve:Energy calc count","Oxs_RungeKuttaEvolve:evolve:Max dm/dt","Oxs_RungeKuttaEvolve:evolve:dE/dt","Oxs_RungeKuttaEvolve:evolve:Delta E","Oxs_CubicAnisotropy::Energy","Oxs_UniformExchange::Energy","Oxs_UniformExchange::Max Spin Ang","Oxs_UniformExchange::Stage Max Spin Ang","Oxs_UniformExchange::Run Max Spin Ang","Oxs_ScriptUZeeman::Energy","Oxs_ScriptUZeeman::B","Oxs_ScriptUZeeman::Bx","Oxs_ScriptUZeeman::By","Oxs_ScriptUZeeman::Bz","Oxs_Demag::Energy","Oxs_TimeDriver::Iteration","Oxs_TimeDriver::Stage iteration","Oxs_TimeDriver::Stage","Oxs_TimeDriver::mx","Oxs_TimeDriver::my","Oxs_TimeDriver::mz","Oxs_TimeDriver::Last time step","Oxs_TimeDriver::Simulation time"
2.7730556310436897e-17,1,6304.8357849842196,-1.7735408319010952e-08,0,0,7.8000000000000001e-18,90.000000000000014,90.000000000000014,90.000000000000014,0,0,0,0,0,1.9930556310436898e-17,0,0,0,0,0.050000000000000003,0,0,0
2.7730529587115191e-17,7,6304.8294277157474,-1.7735361197858147e-08,-2.6723321706452115e-23,0,7.7999822348927296e-18,89.999877842875378,90.000000000000014,90.000000000000014,-1.2548816908437027e-40,8.8038225009136728e-07,8.8038225009136728e-07,0,0,1.993054735222246e-17,1,1,0,4.3461720148722332e-17,0.050000005725793592,5.8344014775002505e-15,1.5067799263900698e-15,1.5067799263900698e-15
2.7730422694532197e-17,13,6304.803874727897,-1.7735175448048459e-08,-1.0689258299539865e-22,0,7.7999107984797367e-18,89.999376739376657,90.000000000000014,90.000000000000014,-1.5938274596195253e-38,4.4019112441440564e-06,4.4019112441440564e-06,0,0,1.9930511896052459e-17,2,2,0,1.5522042910257975e-15,0.050000027189540511,1.4585970126527551e-13,6.0271197055602791e-15,7.5338996319503486e-15
2.7729995134999983e-17,19,6304.6996804151886,-1.773447620632702e-08,-4.2755953221339804e-22,0,7.7996190364803869e-18,89.997172728998919,90.000000000000014,90.000000000000014,-1.3035782477476343e-36,1.8488026765834662e-05,1.8488026765834662e-05,0,0,1.9930376098519596e-17,3,3,0,2.9377018411954244e-14,0.050000090015194239,2.5729399172291778e-12,2.4108478822241116e-14,3.1642378454191468e-14
2.7728285040127918e-17,25,6304.2511950984899,-1.7732379420417386e-08,-1.7100948720635668e-21,0,7.7983556825692095e-18,89.985694600776981,90.000000000000014,90.000000000000014,-1.1914921934595759e-34,7.4832458955275237e-05,7.4832458955275237e-05,0,0,1.9929929357558712e-17,4,4,0,6.6341521839300793e-13,0.049999972972217047,4.2151022311903339e-11,9.6433915288964465e-14,1.2807629374315595e-13
2.7721445061827133e-17,31,6301.9487430360805,-1.7735203123809285e-08,-6.8399783007868748e-21,0,7.7917571065229971e-18,89.896754286036696,90.000000000000014,90.000000000000014,-1.6134802674286495e-32,0.00030020826135992751,0.00030020826135992751,0,0,1.9929687955304151e-17,5,5,0,2.2393905868132908e-11,0.049993626208258993,6.7816541295542262e-10,3.8573566115585786e-13,5.1381195489901386e-13
2.7693971895960521e-17,37,6284.079975135036,-1.7927131630018743e-08,-2.7473165866610382e-20,0,7.7400573019008174e-18,88.854371638846132,90.000000000000014,90.000000000000014,-3.181050804008359e-30,0.0012015879816923921,0.0012015879816923921,0,0,1.9953914594062883e-17,6,6,0,1.1030717721829812e-09,0.049876871567388945,1.0829037843971794e-08,1.5429426446234314e-12,2.0567545995224453e-12
2.7610266872312457e-17,43,6109.2190044783565,-2.0057815301329794e-08,-8.3705023648063258e-20,0,7.3498611186344745e-18,79.735732841700568,90.000000000000014,90.000000000000014,-2.8845884061424161e-28,0.0038215482611646296,0.0038215482611646296,0,0,2.0260405753966441e-17,7,7,0,3.1450913446024062e-08,0.048895775416922263,1.0719340207449325e-07,4.4912366341500961e-12,6.5479912336725418e-12
2.7507898822931487e-17,49,5588.7234954216001,-2.3164378671315439e-08,-1.0236804938097086e-19,0,6.7690915450407768e-18,62.362169528422307,90.000000000000014,90.000000000000014,-2.3254842646534852e-27,0.0065892543483578965,0.0065892543483578965,0,0,2.0738807280216195e-17,8,8,0,1.4705029210696619e-07,0.04735841373973429,3.1117881374774395e-07,4.7676552438420826e-12,1.1315646477514624e-11
2.7387689154600497e-17,55,5001.5692267252161,-2.4438940795280269e-08,-1.2020966833099201e-19,0,6.4434063243445593e-18,53.534474395420887,90.000000000000014,90.000000000000014,-9.355471991740783e-27,0.0095348005774535758,0.0095348005774535758,0,0,2.0944282839611409e-17,9,9,0,4.0883008491558335e-07,0.045066113631333178,6.3662689831808769e-07,5.119823820125436e-12,1.643547029764006e-11
