"Oxs_RungeKuttaEvolve:evolve:Total energy","Oxs_RungeKuttaEvolve:evolve:Energy calc count","Oxs_RungeKuttaEvolve:evolve:Max dm/dt","Oxs_RungeKuttaEvolve:evolve:dE/dt","Oxs_RungeKuttaEvolve:evolve:Delta E","Oxs_CubicAnisotropy::Energy","Oxs_UniformExchange::Energy","Oxs_UniformExchange::Max Spin Ang","Oxs_UniformExchange::Stage Max Spin Ang","Oxs_UniformExchange::Run Max Spin Ang","Oxs_ScriptUZeeman::Energy","Oxs_ScriptUZeeman::B","Oxs_ScriptUZeeman::Bx","Oxs_ScriptUZeeman::By","Oxs_ScriptUZeeman::Bz","Oxs_Demag::Energy","Oxs_TimeDriver::Iteration","Oxs_TimeDriver::Stage iteration","Oxs_TimeDriver::Stage","Oxs_TimeDriver::mx","Oxs_TimeDriver::my","Oxs_TimeDriver::mz","Oxs_TimeDriver::Last time step","Oxs_TimeDriver::Simulation time"
2.7730556310436897e-17,1,6304.8357849842196,-1.7735408319010952e-08,0,0,7.8000000000000001e-18,90.000000000000014,90.000000000000014,90.000000000000014,0,0,0,0,0,1.9930556310436898e-17,0,0,0,0,0.050000000000000003,0,0,0
2.7730529587115191e-17,7,6304.8295526803813,-1.77353611978582e-08,-2.6723321706877926e-23,0,7.7999822348927296e-18,89.999877842876316,90.000000000000014,90.000000000000014,-2.8222325837043082e-38,1.3277115839716302e-05,1.3277115839716302e-05,0,0,1.993054735222246e-17,1,1,0,9.0338289737701419e-16,0.050000005725793592,8.7989082067826034e-14,1.5067799263900698e-15,1.5067799263900698e-15
2.7730422694532194e-17,13,6304.80449955107,-1.7735175448049866e-08,-1.0689258299463411e-22,0,7.7999107984797367e-18,89.999376739400461,90.000000000000014,90.000000000000014,-3.6228677565723818e-36,6.6385548352637015e-05,6.6385548352637015e-05,0,0,1.9930511896052459e-17,2,2,0,2.2746001680692037e-14,0.050000027189540504,2.199721451727754e-12,6.0271197055602791e-15,7.5338996319503486e-15
2.7729995134999983e-17,19,6304.7023046536124,-1.7734476206352692e-08,-4.275595322131683e-22,0,7.7996190364803884e-18,89.997172729433316,90.000000000000014,90.000000000000014,-2.9646713551358605e-34,0.00027881705750205504,0.00027881705750205504,0,0,1.9930376098519596e-17,3,3,0,4.431046545505524e-13,0.050000090015194218,3.8802550434979823e-11,2.4108478822241116e-14,3.1642378454191468e-14
2.77282850401279e-17,25,6304.2618154862366,-1.7732379420895586e-08,-1.7100948720833012e-21,0,7.7983556825692095e-18,89.985694608859603,90.000000000000014,90.000000000000014,-2.7093768932355401e-32,0.0011283970142783311,0.0011283970142783311,0,0,1.9929929357558718e-17,4,4,0,1.0004549597700437e-11,0.04999997297221704,6.3563866318058144e-10,9.6433915288964465e-14,1.2807629374315595e-13
2.7721445061825395e-17,31,6301.9912465247962,-1.7735203135160096e-08,-6.8399783025045921e-21,0,7.7917571065229971e-18,89.896754477866594,90.000000000000014,90.000000000000014,-3.6584907600309767e-30,0.0045173109867171195,0.0045173109867171195,0,0,1.9929687955306055e-17,5,5,0,3.3745099790394306e-10,0.049993626208257945,1.0215994603805332e-08,3.8573566115585786e-13,5.1381195489901386e-13
2.7693971895742746e-17,37,6284.2435295819141,-1.7927132004723064e-08,-2.747316608265016e-20,0,7.7400573019017079e-18,88.854378404002304,90.000000000000014,90.000000000000014,-6.8978072414643022e-28,0.017476547195860805,0.017476547195860805,0,0,1.9953914594530817e-17,6,6,0,1.6445389954994123e-08,0.049876871567129472,1.6039625588986383e-07,1.5429426446234314e-12,2.0567545995224453e-12
2.7610267843983338e-17,43,6109.5657783567831,-2.0057781671660807e-08,-8.3704051759405914e-20,0,7.349867288079469e-18,79.735995984028506,90.000000000000014,90.000000000000014,-3.9507856449671983e-26,0.038799177920594508,0.038799177920594508,0,0,2.0260400595411726e-17,7,7,0,4.2427720730813843e-07,0.04889579011915824,1.3418666898321923e-06,4.4911854027787256e-12,6.5479400023011705e-12
2.7507901068259591e-17,49,5588.905631266718,-2.3164300843215712e-08,-1.0236677572374774e-19,0,6.769101572498286e-18,62.362667129537336,90.000000000000014,90.000000000000014,-8.1971067807771908e-26,0.021416294533598848,0.021416294533598848,0,0,2.0738799577732371e-17,8,8,0,1.5947955671263238e-06,0.047358449673963833,2.6285627487198752e-06,4.7676064591248673e-12,1.1315546461426039e-11
2.7387694277822437e-17,55,5001.4426980206126,-2.4438866356281783e-08,-1.2020679043715334e-19,0,6.4434139812139871e-18,53.535225370293254,90.000000000000014,90.000000000000014,1.5644471795839594e-25,0.021217318592066194,-0.021217318592066194,0,0,2.0944280140163731e-17,9,9,0,3.0722684804691625e-06,0.045066236441411792,2.5731142159079172e-06,5.1197059905873663e-12,1.6435252452013404e-11
