"Oxs_RungeKuttaEvolve:evolve:Total energy","Oxs_RungeKuttaEvolve:evolve:Energy calc count","Oxs_RungeKuttaEvolve:evolve:Max dm/dt","Oxs_RungeKuttaEvolve:evolve:dE/dt","Oxs_RungeKuttaEvolve:evolve:Delta E","Oxs_CubicAnisotropy::Energy","Oxs_UniformExchange::Energy","Oxs_UniformExchange::Max Spin Ang","Oxs_UniformExchange::Stage Max Spin Ang","Oxs_UniformExchange::Run Max Spin Ang","Oxs_ScriptUZeeman::Energy","Oxs_ScriptUZeeman::B","Oxs_ScriptUZeeman::Bx","Oxs_ScriptUZeeman::By","Oxs_ScriptUZeeman::Bz","Oxs_Demag::Energy","Oxs_TimeDriver::Iteration","Oxs_TimeDriver::Stage iteration","Oxs_TimeDriver::Stage","Oxs_TimeDriver::mx","Oxs_TimeDriver::my","Oxs_TimeDriver::mz","Oxs_TimeDriver::Last time step","Oxs_TimeDriver::Simulation time"
2.7730556310436897e-17,1,6304.8357849842196,-1.7735408319010952e-08,0,0,7.8000000000000001e-18,90.000000000000014,90.000000000000014,90.000000000000014,0,0,0,0,0,1.9930556310436898e-17,0,0,0,0,0.050000000000000003,0,0,0
2.7730529587115191e-17,7,6304.8294740078318,-1.7735361197858154e-08,-2.6723321706543122e-23,0,7.7999822348927296e-18,89.999877842875733,90.000000000000014,90.000000000000014,-4.8018608177931351e-39,5.4726463871125535e-06,5.4726463871125535e-06,0,0,1.9930547352222463e-17,1,1,0,3.7252902984619139e-16,0.050000005725793592,3.6267901410980129e-14,1.5067799263900698e-15,1.5067799263900698e-15
2.7730422694532194e-17,13,6304.8041061883832,-1.7735175448048694e-08,-1.0689258299529161e-22,0,7.7999107984797352e-18,89.999376739385468,90.000000000000014,90.000000000000014,-6.1562101273508392e-37,2.7363228011402414e-05,2.7363228011402414e-05,0,0,1.9930511896052459e-17,2,2,0,9.3815227349599209e-15,0.050000027189540511,9.0669537327651519e-13,6.0271197055602791e-15,7.5338996319503486e-15
2.7729995134999983e-17,19,6304.7006525477391,-1.7734476206331288e-08,-4.2755953221349725e-22,0,7.7996190364803869e-18,89.997172729159828,90.000000000000014,90.000000000000014,-5.0369481219995942e-35,0.00011492527196924224,0.00011492527196924224,0,0,1.9930376098519596e-17,3,3,0,1.8261062602202097e-13,0.050000090015194232,1.5993929998359137e-11,2.4108478822241116e-14,3.1642378454191468e-14
2.7728285040127915e-17,25,6304.2551297176342,-1.7732379420496902e-08,-1.710094872067035e-21,0,7.7983556825692095e-18,89.98569460377125,90.000000000000014,90.000000000000014,-4.603803645921997e-33,0.00046515486323523992,0.00046515486323523992,0,0,1.9929929357558712e-17,4,4,0,4.1239305088917417e-12,0.04999997297221704,2.6201426886908999e-10,9.6433915288964465e-14,1.2807629374315595e-13
2.7721445061826843e-17,31,6301.9645130565195,-1.7735203125704498e-08,-6.8399783010726271e-21,0,7.7917571065229971e-18,89.896754357145042,90.000000000000014,90.000000000000014,-6.2288709492434606e-31,0.0018648760318268711,0.0018648760318268711,0,0,1.9929687955304469e-17,5,5,0,1.3917081678907078e-10,0.049993626208258785,4.2141729386738314e-09,3.8573566115585786e-13,5.1381195489901386e-13
2.7693971895922455e-17,37,6284.1421280080303,-1.7927131697484801e-08,-2.7473165904387763e-20,0,7.7400573019009684e-18,88.854374167266116,90.000000000000014,90.000000000000014,-1.2114218764791719e-28,0.0073872703308344402,0.0073872703308344402,0,0,1.9953914594142629e-17,6,6,0,6.8328231542060775e-09,0.049876871567344744,6.6945232532525554e-08,1.5429426446234314e-12,2.0567545995224453e-12
2.7610266888852217e-17,43,6109.3865172365986,-2.0057815814445135e-08,-8.3705007070236762e-20,0,7.3498612380376228e-18,79.735779880512453,90.000000000000014,90.000000000000014,-9.6084287068983264e-27,0.021188060429240509,0.021188060429240509,0,0,2.0260405660423025e-17,7,7,0,1.8895131884453197e-07,0.04889577569730489,6.2983669236225979e-07,4.4912356434971702e-12,6.5479902430196159e-12
2.7507898859326817e-17,49,5588.9050823593179,-2.3164378761659851e-08,-1.0236802952540036e-19,0,6.7690917566876772e-18,62.362245672109154,90.000000000000014,90.000000000000014,-5.6700237403212312e-26,0.028583138421631221,0.028583138421631221,0,0,2.0738807159339377e-17,8,8,0,8.2653970913961527e-07,0.047358414461268393,1.6315736042516316e-06,4.7676541371879293e-12,1.1315644380207544e-11
2.7387689411059454e-17,55,5001.8158461548101,-2.4438931068729576e-08,-1.2020944826736155e-19,0,6.443406732417547e-18,53.534962692080498,90.000000000000014,90.000000000000014,-1.2544038656877154e-25,0.0254396833836152,0.0254396833836152,0,0,2.0944282804082297e-17,9,9,0,2.0545392389719684e-06,0.045066120060187953,2.7487750596443465e-06,5.1198143148404323e-12,1.6435458695047976e-11
