"Oxs_RungeKuttaEvolve:evolve:Total energy","Oxs_RungeKuttaEvolve:evolve:Energy calc count","Oxs_RungeKuttaEvolve:evolve:Max dm/dt","Oxs_RungeKuttaEvolve:evolve:dE/dt","Oxs_RungeKuttaEvolve:evolve:Delta E","Oxs_CubicAnisotropy::Energy","Oxs_UniformExchange::Energy","Oxs_UniformExchange::Max Spin Ang","Oxs_UniformExchange::Stage Max Spin Ang","Oxs_UniformExchange::Run Max Spin Ang","Oxs_ScriptUZeeman::Energy","Oxs_ScriptUZeeman::B","Oxs_ScriptUZeeman::Bx","Oxs_ScriptUZeeman::By","Oxs_ScriptUZeeman::Bz","Oxs_Demag::Energy","Oxs_TimeDriver::Iteration","Oxs_TimeDriver::Stage iteration","Oxs_TimeDriver::Stage","Oxs_TimeDriver::mx","Oxs_TimeDriver::my","Oxs_TimeDriver::mz","Oxs_TimeDriver::Last time step","Oxs_TimeDriver::Simulation time"
2.7730556310436897e-17,1,6304.8357849842196,-1.7735408319010952e-08,0,0,7.8000000000000001e-18,90.000000000000014,90.000000000000014,90.000000000000014,0,0,0,0,0,1.9930556310436898e-17,0,0,0,0,0.050000000000000003,0,0,0
2.7730529587115191e-17,7,6304.829430354157,-1.7735361197858147e-08,-2.6723321706525554e-23,0,7.7999822348927296e-18,89.999877842875378,90.000000000000014,90.000000000000014,-2.0687460193207905e-40,1.1421175134273052e-06,1.1421175134273052e-06,0,0,1.9930547352222463e-17,1,1,0,4.9670537312825522e-17,0.050000005725793592,7.5689533337216141e-15,1.5067799263900698e-15,1.5067799263900698e-15
2.7730422694532194e-17,13,6304.8038879199476,-1.7735175448048463e-08,-1.0689258299481902e-22,0,7.7999107984797367e-18,89.999376739377155,90.000000000000014,90.000000000000014,-2.6825739314174627e-38,5.7105875343783161e-06,5.7105875343783161e-06,0,0,1.9930511896052459e-17,2,2,0,1.9837170839309692e-15,0.050000027189540504,1.8922339625267643e-13,6.0271197055602791e-15,7.5338996319503486e-15
2.7729995134999983e-17,19,6304.6997358218614,-1.7734476206327096e-08,-4.2755953221347421e-22,0,7.7996190364803884e-18,89.997172729008099,90.000000000000014,90.000000000000014,-2.1938198185653004e-36,2.3984465259591354e-05,2.3984465259591354e-05,0,0,1.9930376098519596e-17,3,3,0,3.8146972656250001e-14,0.050000090015194232,3.3378678768987888e-12,2.4108478822241116e-14,3.1642378454191468e-14
2.7728285040127918e-17,25,6304.251419361548,-1.7732379420418832e-08,-1.7100948720636115e-21,0,7.7983556825692095e-18,89.985694600947639,90.000000000000014,90.000000000000014,-2.0052528918213331e-34,9.7079821017649086e-05,9.7079821017649086e-05,0,0,1.9929929357558712e-17,4,4,0,8.6066313087940216e-13,0.049999972972217067,5.4682371926446652e-11,9.6433915288964465e-14,1.2807629374315595e-13
2.7721445061827127e-17,31,6301.9496425007028,-1.7735203123843736e-08,-6.8399783007921997e-21,0,7.7917571065229971e-18,89.896754290090698,90.000000000000014,90.000000000000014,-2.7153782599128218e-32,0.00038945124790651034,0.00038945124790651034,0,0,1.9929687955304157e-17,5,5,0,2.9051347325245541e-11,0.049993626208258979,8.7977298679788876e-10,3.8573566115585786e-13,5.1381195489901386e-13
2.7693971895959815e-17,37,6284.0835590340903,-1.7927131631283711e-08,-2.7473165867311114e-20,0,7.7400573019008205e-18,88.854371783541907,90.000000000000014,90.000000000000014,-5.3512865567206609e-30,0.0015582962154181239,0.0015582962154181239,0,0,1.9953914594064347e-17,6,6,0,1.4308593422174453e-09,0.049876871567388133,1.404613400977117e-08,1.5429426446234314e-12,2.0567545995224453e-12
2.7610266880868572e-17,43,6109.2297603095067,-2.0057815026868379e-08,-8.3705015091243904e-20,0,7.3498611729189562e-18,79.735736791571284,90.000000000000014,90.000000000000014,-4.8332857460959797e-28,0.0049409097746829448,0.0049409097746829448,0,0,2.0260405708432942e-17,7,7,0,4.0759073787679279e-08,0.048895775546383954,1.3882580144222933e-07,4.4912361833458581e-12,6.5479907828683038e-12
2.7507898840777086e-17,49,5588.7383926996135,-2.3164378395508257e-08,-1.0236804009148581e-19,0,6.769091628100245e-18,62.36217716362971,90.000000000000014,90.000000000000014,-3.8624626099515593e-27,0.0084619447872099716,0.0084619447872099716,0,0,2.0738807216539302e-17,8,8,0,1.9018788948965569e-07,0.04735841403740914,4.0164885308235778e-07,4.7676548660903724e-12,1.1315645648958676e-11
2.7387689174205628e-17,55,5001.6006189371565,-2.443894105384814e-08,-1.202096665714583e-19,0,6.4434063575161951e-18,53.534509121448977,90.000000000000014,90.000000000000014,-1.531185640441462e-26,0.012106588409132433,0.012106588409132433,0,0,2.0944282832001289e-17,9,9,0,5.2698084321183464e-07,0.045066114150073652,8.1714279553386104e-07,5.1198237227705447e-12,1.6435469371729221e-11
2.7268808519830861e-17,67,5536.6229994395935,-2.47332262378434e-08,-1.1888065437476709e-19,0,6.3129914862422787e-18,51.012769101666258,90.000000000000014,90.000000000000014,-3.8446520100381369e-26,0.015438587347967124,0.015438587347967124,0,0,2.0955817072035102e-17,10,10,0,1.0376197649321209e-06,0.04164286763850808,1.3142920875930819e-06,4.9468743414557849e-12,2.1382343713185007e-11
2.7157637537144043e-17,73,5418.2923273014321,-2.4107182025344401e-08,-1.1117098268681628e-19,0,6.4190261357265724e-18,57.887414618761447,90.000000000000014,90.000000000000014,-7.2298524434198461e-26,0.018334712201799837,0.018334712201799837,0,0,2.0738611473715997e-17,11,11,0,1.6430247090756893e-06,0.037650830908653524,1.8379437364049955e-06,4.6176004131214185e-12,2.5999944126306425e-11
2.7057425240376617e-17,79,4724.8643959968313,-2.3114523903657023e-08,-1.0021229676742815e-19,0,6.6439503001178458e-18,61.735211212608434,90.000000000000014,90.000000000000014,-1.1482578443866826e-25,0.020822583983719303,0.020822583983719303,0,0,2.0413475055084556e-17,12,12,0,2.2977012308780103e-06,0.033468746876808987,2.3508132765949753e-06,4.3218503151307607e-12,3.0321794441437187e-11
2.6962495962999749e-17,85,4815.0691162009334,-2.2907963226902124e-08,-9.4929277376868072e-20,0,6.7412004411877784e-18,59.982482133348341,90.000000000000014,90.000000000000014,-1.6417443719527885e-25,0.023000461249759629,0.023000461249759629,0,0,2.0221295685986408e-17,13,13,0,2.9741149428766222e-06,0.029080482685439141,2.8518911068483673e-06,4.1899044880437516e-12,3.4511698929480937e-11
2.6868041966773126e-17,91,4953.011536136295,-2.2019301954071598e-08,-9.4453996226622157e-20,0,6.9850927754333917e-18,62.178241858202675,90.000000000000014,90.000000000000014,-2.2091877432498978e-25,0.024951817909536982,0.024951817909536982,0,0,1.9882949412258509e-17,14,14,0,3.6890894938819111e-06,0.024679867531927465,3.3837798709101481e-06,4.2562754319771872e-12,3.8767974361458126e-11
2.6778952178143002e-17,97,5038.3391528248694,-2.0931381096204834e-08,-8.9089788630123454e-20,0,7.356315572209148e-18,69.645092718092215,90.000000000000014,90.000000000000014,-2.8661594434802537e-25,0.026611298406085615,0.026611298406085615,0,0,1.9422636892549801e-17,15,15,0,4.4876919690488529e-06,0.020611185298041453,3.9113828655780038e-06,4.2376933851157979e-12,4.3005667746573925e-11
2.6693414603069346e-17,103,4842.6171107550108,-2.0946516499064074e-08,-8.5537575073657331e-20,0,7.6124904023338393e-18,75.222274283291981,90.000000000000014,90.000000000000014,-3.6517829278267895e-25,0.027948949194047109,0.027948949194047109,0,0,1.9080924565913799e-17,16,16,0,5.4441267517674714e-06,0.017088776571107408,4.445041714527251e-06,4.166422199628194e-12,4.717208994620212e-11
2.6608904001358555e-17,109,4363.8772680641605,-2.0742931885908732e-08,-8.4510601710789685e-20,0,7.9748328639950715e-18,79.599485152823476,90.000000000000014,90.000000000000014,-4.663468997056605e-25,0.02896841869722043,0.02896841869722043,0,0,1.8634071603710384e-17,17,17,0,6.7076912358030675e-06,0.014352764433280403,5.0108310410493869e-06,4.1093682457166565e-12,5.1281458191918779e-11
2.6525198516153809e-17,115,4819.0026690831573,-2.0571182137805492e-08,-8.3705485204745887e-20,0,8.4117385797250211e-18,74.684387612503642,90.000000000000014,90.000000000000014,-6.0372844157693513e-25,0.029683066074702988,0.029683066074702988,0,0,1.8113460540157229e-17,18,18,0,8.4746473524719481e-06,0.012388539296401291,5.5198109301855584e-06,4.1383816566010921e-12,5.5419839848519874e-11
2.6441512252525512e-17,121,5060.8689459868037,-2.1441874571394438e-08,-8.3686263628297076e-20,0,8.6953814885450384e-18,80.565126434998405,90.000000000000014,90.000000000000014,-7.7525975239027173e-25,0.0300722318574577,0.0300722318574577,0,0,1.7746131539240229e-17,19,19,0,1.0741633622671168e-05,0.011224654725435343,5.9122090963241983e-06,4.056224832389552e-12,5.9476064680909425e-11
2.6354900624058986e-17,127,5430.8138794097349,-2.1938031649897349e-08,-8.6611628466527774e-20,0,9.0632200360285956e-18,90.585106768978946,90.585106768978946,90.585106768978946,-9.7396180963090935e-25,0.03014955376748691,0.03014955376748691,0,0,1.7291681561992197e-17,20,20,0,1.3460146833673741e-05,0.01086937468470337,6.1812598319747241e-06,4.0349559452387008e-12,6.3511020626148132e-11
2.6259744349564958e-17,133,5469.5892658277098,-2.1716887087975802e-08,-9.5156274494026745e-20,0,9.5860274273355593e-18,101.72534239136884,101.72534239136884,101.72534239136884,-1.2122409354023796e-24,0.029873789038764222,0.029873789038764222,0,0,1.6673718134470334e-17,21,21,0,1.6907811362457773e-05,0.011300966111441324,6.2572782418931704e-06,4.4681038906874449e-12,6.7979124516835571e-11
2.6168738277752614e-17,145,5446.6692099451593,-2.2162840614672014e-08,-9.1006071812346048e-20,0,9.8120441730107365e-18,108.1034353536198,108.1034353536198,108.1034353536198,-1.4438502539640175e-24,0.029264224102578271,0.029264224102578271,0,0,1.6356695548592131e-17,22,22,0,2.0557670361452427e-05,0.012384145352481257,6.2022743231168355e-06,4.2387645148455128e-12,7.2217889031681082e-11
2.6081783426065864e-17,151,5438.108472464226,-2.2561445513169418e-08,-8.6954851686748325e-20,0,9.8096113563613748e-18,124.87569150261996,124.87569150261996,124.87569150261996,-1.6464995368105045e-24,0.028401421940892169,0.028401421940892169,0,0,1.6272173716204025e-17,23,23,0,2.4155180508221189e-05,0.013958692491965166,6.0952172104019765e-06,3.9339139664630603e-12,7.6151802998144146e-11
2.5997733100353093e-17,157,5828.5785842218493,-2.2728349808578762e-08,-8.4050325712768778e-20,0,9.6730158292380015e-18,141.79309619588972,141.79309619588972,141.79309619588972,-1.8080917890395593e-24,0.027318990823939085,0.027318990823939085,0,0,1.6324719079206882e-17,24,24,0,2.7576845119210583e-05,0.015952322187227364,5.8921707432000128e-06,3.7548542163512854e-12,7.990665721449543e-11
2.591518418447243e-17,163,6203.4845199105666,-2.3285073951319872e-08,-8.254891588066482e-20,0,9.3658432260087345e-18,157.60591111316509,157.60591111316509,157.60591111316509,-1.923074522563459e-24,0.026042377399985439,0.026042377399985439,0,0,1.6549342881538219e-17,25,25,0,3.0768352626270307e-05,0.018247444708832685,5.6748142875013767e-06,3.6272129936317376e-12,8.3533870208127165e-11
2.5828135317944994e-17,169,5591.779559665646,-2.3796460494155492e-08,-8.7048866527437237e-20,0,9.0251028030106559e-18,171.59876810098336,171.59876810098336,171.59876810098336,-1.9942988796856331e-24,0.024502832790559263,0.024502832790559263,0,0,1.6803034509233215e-17,26,26,0,3.3912726485064872e-05,0.020819178548105749,5.4927754084724257e-06,3.7329829931628807e-12,8.7266853201290045e-11
2.5740724121706697e-17,175,5498.1272080864774,-2.3685577081937754e-08,-8.7411196238295499e-20,0,8.8410177603305661e-18,178.28107979629863,178.28107979629863,178.28107979629863,-2.0135520672164333e-24,0.022753400764469016,0.022753400764469016,0,0,1.6899708374928198e-17,27,27,0,3.6872731100358071e-05,0.023446903179331055,5.2640836712505488e-06,3.72166159797762e-12,9.098851479926767e-11
2.5654470567573075e-17,181,6249.4409398204043,-2.3671867272652196e-08,-8.6253554133621635e-20,0,8.7194606836041499e-18,173.05326425074455,178.28107979629863,178.28107979629863,-1.979099219904825e-24,0.020819101173731265,0.020819101173731265,0,0,1.6935011863068145e-17,28,28,0,3.9609043064713477e-05,0.026048303839349606,4.9828797055058961e-06,3.6960419056186659e-12,9.4684556704886337e-11
2.5567700987868673e-17,187,6187.7451392560679,-2.4035963709659479e-08,-8.6769579704402247e-20,0,8.5786574157852962e-18,173.9761330637165,178.28107979629863,178.28107979629863,-1.8918782175236167e-24,0.018709978766902988,0.018709978766902988,0,0,1.6989045463961595e-17,29,29,0,4.2131666767559948e-05,0.028539027657013032,4.7748442729900791e-06,3.688148110819017e-12,9.8372704815705358e-11
2.5482920191000732e-17,193,6247.6176201234503,-2.4145982504684174e-08,-8.4780796867940416e-20,0,8.5038851337733786e-18,177.14058254618757,178.28107979629863,178.28107979629863,-1.7607584764711931e-24,0.016523261161356245,0.016523261161356245,0,0,1.6979036817985831e-17,30,30,0,4.4401002806363009e-05,0.030785869229633438,4.6416372983071716e-06,3.5573219603026944e-12,1.0193002677600805e-10
2.5402997301210651e-17,199,6632.3172629455548,-2.4175077793995974e-08,-7.9922889790081419e-20,0,8.4581670472868889e-18,159.8216943381187,178.28107979629863,178.28107979629863,-1.5986200088044815e-24,0.01434804959867856,0.01434804959867856,0,0,1.6944831852543771e-17,31,31,0,4.6423847767872117e-05,0.032815437640852353,4.4945259186468682e-06,3.3424094690270001e-12,1.0527243624503504e-10
2.5327048295121797e-17,205,7571.8276752517313,-2.4603883584694127e-08,-7.5949006088855337e-20,0,8.3381589963749692e-18,135.4314926158836,178.28107979629863,178.28107979629863,-1.4133030363617094e-24,0.012210953285570326,0.012210953285570326,0,0,1.6988890712049863e-17,32,32,0,4.822524919876829e-05,0.034667389854454465,4.3788913855748255e-06,3.1416383777841613e-12,1.084140746228192e-10
2.5251318344795393e-17,211,8333.3111844889008,-2.5196827245036595e-08,-7.5729950326403789e-20,0,8.1618000802057061e-18,106.02981782334078,178.28107979629863,178.28107979629863,-1.2039822557999e-24,0.010055354589626845,0.010055354589626845,0,0,1.7089519468571942e-17,33,33,0,4.9889764580537259e-05,0.03637271867132464,4.3707307855550612e-06,3.061084547455054e-12,1.1147515917027425e-10
2.5176155904505281e-17,217,8363.5074582888428,-2.5488642306284277e-08,-7.5162440290111139e-20,0,8.0121842405776867e-18,76.640257875467896,178.28107979629863,178.28107979629863,-9.7540834657599826e-25,0.0078992531269613236,0.0078992531269613236,0,0,1.7163972639335942e-17,34,34,0,5.1450452071117862e-05,0.037937776861349616,4.417085517425088e-06,2.9804763161489979e-12,1.1445563548642325e-10
