"Oxs_RungeKuttaEvolve:evolve:Total energy","Oxs_RungeKuttaEvolve:evolve:Energy calc count","Oxs_RungeKuttaEvolve:evolve:Max dm/dt","Oxs_RungeKuttaEvolve:evolve:dE/dt","Oxs_RungeKuttaEvolve:evolve:Delta E","Oxs_CubicAnisotropy::Energy","Oxs_UniformExchange::Energy","Oxs_UniformExchange::Max Spin Ang","Oxs_UniformExchange::Stage Max Spin Ang","Oxs_UniformExchange::Run Max Spin Ang","Oxs_ScriptUZeeman::Energy","Oxs_ScriptUZeeman::B","Oxs_ScriptUZeeman::Bx","Oxs_ScriptUZeeman::By","Oxs_ScriptUZeeman::Bz","Oxs_Demag::Energy","Oxs_TimeDriver::Iteration","Oxs_TimeDriver::Stage iteration","Oxs_TimeDriver::Stage","Oxs_TimeDriver::mx","Oxs_TimeDriver::my","Oxs_TimeDriver::mz","Oxs_TimeDriver::Last time step","Oxs_TimeDriver::Simulation time"
2.7730556310436897e-17,1,6304.8357849842196,-1.7735408319010952e-08,0,0,7.8000000000000001e-18,90.000000000000014,90.000000000000014,90.000000000000014,0,0,0,0,0,1.9930556310436898e-17,0,0,0,0,0.050000000000000003,0,0,0
2.7730529587115191e-17,7,6304.8295006317712,-1.7735361197858164e-08,-2.6723321706586891e-23,0,7.7999822348927296e-18,89.999877842875918,90.000000000000014,90.000000000000014,-1.0505862291947108e-38,8.1137931115810352e-06,8.1137931115810352e-06,0,0,1.993054735222246e-17,1,1,0,5.339582761128744e-16,0.050000005725793592,5.3771106025557456e-14,1.5067799263900698e-15,1.5067799263900698e-15
2.7730422694532194e-17,13,6304.8042393081378,-1.7735175448048979e-08,-1.0689258299519981e-22,0,7.7999107984797367e-18,89.999376739390513,90.000000000000014,90.000000000000014,-1.3530079727720641e-36,4.0568958518132198e-05,4.0568958518132198e-05,0,0,1.9930511896052459e-17,2,2,0,1.3920168081919353e-14,0.050000027189540504,1.3442744243619132e-12,6.0271197055602791e-15,7.5338996319503486e-15
2.7729995134999983e-17,19,6304.7012116492078,-1.7734476206336536e-08,-4.2755953221299226e-22,0,7.7996190364803869e-18,89.997172729252384,90.000000000000014,90.000000000000014,-1.1071894192101438e-34,0.00017038911328117159,0.00017038911328117159,0,0,1.9930376098519596e-17,3,3,0,2.7077272534370422e-13,0.050000090015194232,2.371273313225212e-11,2.4108478822241116e-14,3.1642378454191468e-14
2.7728285040127909e-17,25,6304.2573925888237,-1.7732379420594694e-08,-1.7100948720710249e-21,0,7.7983556825692095e-18,89.985694605493336,90.000000000000014,90.000000000000014,-1.0119616155781621e-32,0.00068963639252863273,0.00068963639252863273,0,0,1.9929929357558712e-17,4,4,0,6.11412338912487e-12,0.04999997297221704,3.8846287240782354e-10,9.6433915288964465e-14,1.2807629374315595e-13
2.7721445061826486e-17,31,6301.9735799919026,-1.7735203128033875e-08,-6.839978301425465e-21,0,7.7917571065229971e-18,89.896754398036208,90.000000000000014,90.000000000000014,-1.3689140381617712e-30,0.0027644778924130089,0.0027644778924130089,0,0,1.9929687955304857e-17,5,5,0,2.063249796628952e-10,0.049993626208258583,6.247513537352537e-09,3.8573566115585786e-13,5.1381195489901386e-13
2.7693971895876008e-17,37,6284.1776930914912,-1.792713177942171e-08,-2.7473165950478312e-20,0,7.7400573019011533e-18,88.854375618862733,90.000000000000014,90.000000000000014,-2.6546271924939619e-28,0.010926727260753354,0.010926727260753354,0,0,1.9953914594240319e-17,6,6,0,1.0122835884491602e-08,0.049876871567290586,9.9137404564624678e-08,1.5429426446234314e-12,2.0567545995224453e-12
2.7610266857511972e-17,43,6109.4778150366328,-2.0057818058028478e-08,-8.3705038364035126e-20,0,7.3498610573415167e-18,79.735800358346992,90.000000000000014,90.000000000000014,-2.0451089886582965e-26,0.030638894323197101,0.030638894323197101,0,0,2.0260405820621548e-17,7,7,0,2.7811993998164935e-07,0.048895775260642982,9.226325406522907e-07,4.4912371453060406e-12,6.5479917448284862e-12
2.7507898791378776e-17,49,5588.9925109219139,-2.3164379431073668e-08,-1.0236806613319803e-19,0,6.7690914820877784e-18,62.362272078571245,90.000000000000014,90.000000000000014,-1.1214160560224522e-25,0.038954891802417332,0.038954891802417332,0,0,2.0738807421432601e-17,8,8,0,1.1994814216687035e-06,0.047358413430518616,2.3313711398832553e-06,4.7676553928977833e-12,1.131564713772627e-11
2.738768956879292e-17,55,5001.906239004441,-2.4438915005197835e-08,-1.2020922258585507e-19,0,6.443406948792261e-18,53.535217764671451,90.000000000000014,90.000000000000014,-2.079841261987627e-25,0.029767941222649266,0.029767941222649266,0,0,2.0944282827984785e-17,9,9,0,2.9111873049816738e-06,0.045066123453850609,3.7581659147104198e-06,5.1198053377148338e-12,1.6435452475441103e-11
