"Oxs_RungeKuttaEvolve:evolve:Total energy","Oxs_RungeKuttaEvolve:evolve:Energy calc count","Oxs_RungeKuttaEvolve:evolve:Max dm/dt","Oxs_RungeKuttaEvolve:evolve:dE/dt","Oxs_RungeKuttaEvolve:evolve:Delta E","Oxs_CubicAnisotropy::Energy","Oxs_UniformExchange::Energy","Oxs_UniformExchange::Max Spin Ang","Oxs_UniformExchange::Stage Max Spin Ang","Oxs_UniformExchange::Run Max Spin Ang","Oxs_ScriptUZeeman::Energy","Oxs_ScriptUZeeman::B","Oxs_ScriptUZeeman::Bx","Oxs_ScriptUZeeman::By","Oxs_ScriptUZeeman::Bz","Oxs_Demag::Energy","Oxs_TimeDriver::Iteration","Oxs_TimeDriver::Stage iteration","Oxs_TimeDriver::Stage","Oxs_TimeDriver::mx","Oxs_TimeDriver::my","Oxs_TimeDriver::mz","Oxs_TimeDriver::Last time step","Oxs_TimeDriver::Simulation time"
2.7730556310436897e-17,1,6304.8357849842196,-1.7735408319010952e-08,0,0,7.8000000000000001e-18,90.000000000000014,90.000000000000014,90.000000000000014,0,0,0,0,0,1.9930556310436898e-17,0,0,0,0,0.050000000000000003,0,0,0
2.7730529587115191e-17,7,6304.8294524208477,-1.7735361197858147e-08,-2.6723321706446825e-23,0,7.7999822348927296e-18,89.999877842875563,90.000000000000014,90.000000000000014,-1.7820738803238609e-39,3.3311760020051986e-06,3.3311760020051986e-06,0,0,1.9930547352222463e-17,1,1,0,2.0799537499745688e-16,0.050000005725793592,2.2076113683766607e-14,1.5067799263900698e-15,1.5067799263900698e-15
2.7730422694532197e-17,13,6304.8039982533628,-1.7735175448048542e-08,-1.0689258299487121e-22,0,7.7999107984797367e-18,89.999376739381347,90.000000000000014,90.000000000000014,-2.2814076286154592e-37,1.6655870455549961e-05,1.6655870455549961e-05,0,0,1.9930511896052459e-17,2,2,0,5.7307382424672446e-15,0.050000027189540504,5.5190140788141666e-13,6.0271197055602791e-15,7.5338996319503486e-15
2.7729995134999983e-17,19,6304.7001992158775,-1.7734476206328532e-08,-4.2755953221322444e-22,0,7.7996190364803869e-18,89.997172729084809,90.000000000000014,90.000000000000014,-1.8662305909295866e-35,6.9953960349649358e-05,6.9953960349649358e-05,0,0,1.9930376098519596e-17,3,3,0,1.1119991540908814e-13,0.050000090015194204,9.7353971719845356e-12,2.4108478822241116e-14,3.1642378454191468e-14
2.7728285040127918e-17,25,6304.2532945364646,-1.7732379420445507e-08,-1.7100948720653313e-21,0,7.7983556825692095e-18,89.985694602374821,90.000000000000014,90.000000000000014,-1.7054415203696135e-33,0.00028310107244061829,0.00028310107244061829,0,0,1.9929929357558712e-17,4,4,0,2.5100943942864737e-12,0.04999997297221704,1.5947661806251291e-10,9.6433915288964465e-14,1.2807629374315595e-13
2.7721445061827031e-17,31,6301.9571343605494,-1.773520312447545e-08,-6.8399783008873827e-21,0,7.7917571065229971e-18,89.896754323939419,90.000000000000014,90.000000000000014,-2.3013218937711669e-31,0.0011327765714602952,0.0011327765714602952,0,0,1.9929687955304262e-17,5,5,0,8.4649041915933288e-11,0.049993626208258903,2.5624758438482333e-09,3.8573566115585786e-13,5.1381195489901386e-13
2.7693971895948019e-17,37,6284.1115917679826,-1.7927131651211001e-08,-2.7473165879010494e-20,0,7.7400573019008698e-18,88.854372966047265,90.000000000000014,90.000000000000014,-4.2932700051899861e-29,0.0043472442814124455,0.0043472442814124455,0,0,1.9953914594090081e-17,6,6,0,4.1149344077954689e-09,0.04987687156737388,4.0072093698231582e-08,1.5429426446234314e-12,2.0567545995224453e-12
2.7610267215890338e-17,43,6109.2701410426453,-2.0057803012515014e-08,-8.3704680057679926e-20,0,7.3498632859657598e-18,79.735806885063269,90.000000000000014,90.000000000000014,-2.1828523667860434e-27,0.0087718041944721374,0.0087718041944721374,0,0,2.026040393210743e-17,7,7,0,1.0368697238775592e-07,0.048895780588290721,3.2189479426024871e-07,4.4912186350929504e-12,6.5479732346153961e-12
2.750789960672356e-17,49,5588.7115153350278,-2.3164358976666568e-08,-1.0236760916677833e-19,0,6.7690950899014998e-18,62.362316336013258,90.000000000000014,90.000000000000014,-2.291840103562469e-27,0.0025799390588808007,0.0025799390588808007,0,0,2.07388045191139e-17,8,8,0,3.7013795861353477e-07,0.047358426480850029,5.689137905557558e-07,4.7676378677914853e-12,1.1315611102406881e-11
2.7387690777014966e-17,55,5001.4746223662378,-2.4438931837815736e-08,-1.2020882970859724e-19,0,6.4434088552040564e-18,53.534533387452903,90.000000000000014,90.000000000000014,1.1550689101884208e-26,0.007349593482787185,-0.007349593482787185,0,0,2.0944281910260219e-17,9,9,0,6.5483718757828079e-07,0.045066154297514899,4.4101769307670716e-07,5.119787159281506e-12,1.6435398261688387e-11
