grid_search_id,criterion,max_features,min_samples_leaf,min_samples_split,rmse_val,mad_val,r2_val,comment
2024-01-02-10-34-31-098218,friedman_mse,log2,3,2,0.146745301200279,0.0694419177157903,0.751956616926053,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-34-35-250090,friedman_mse,log2,3,3,0.146689997092205,0.0691366038464975,0.752136663554788,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-34-39-437440,friedman_mse,log2,3,4,0.146473672900138,0.0677017078405816,0.752152000750288,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-34-43-639870,friedman_mse,1,1,2,0.140837214538515,0.060995996838598,0.758266539480498,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-34-48-568347,friedman_mse,1,1,3,0.14089404333248,0.0609196540010937,0.758035180127876,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-34-53-518518,friedman_mse,1,1,4,0.140922321107624,0.0610068370699653,0.758782610704909,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-34-58-055467,friedman_mse,1,2,2,0.14082406985852,0.0617648411878943,0.758638820255253,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-02-416351,friedman_mse,1,2,3,0.140405225304946,0.0613007383499705,0.760063617004845,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-07-054794,friedman_mse,1,2,4,0.141162252937129,0.061354222775984,0.7584847658961,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-11-509595,friedman_mse,1,3,2,0.141798716599048,0.0624979253237314,0.757364939140236,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-15-737832,friedman_mse,1,3,3,0.142707444122445,0.0631356369950276,0.754898847757235,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-20-223434,friedman_mse,1,3,4,0.142303756789421,0.0622171889080541,0.75581112781956,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-24-693251,friedman_mse,2,1,2,0.143501488061454,0.0658435105347104,0.758189030026634,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-29-489353,friedman_mse,2,1,3,0.142565030922797,0.0658121201346861,0.760235601435957,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-34-163294,friedman_mse,2,1,4,0.144160163360071,0.0662276777427984,0.757260369036185,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-39-062619,friedman_mse,2,2,2,0.144881482391725,0.0671500740731913,0.755547734997926,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-43-529862,friedman_mse,2,2,3,0.144961337011285,0.0666826334263798,0.75532739471381,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-48-421861,friedman_mse,2,2,4,0.143962502472083,0.065966615816715,0.757780872845771,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-53-182616,friedman_mse,2,3,2,0.147389826438874,0.0695539875199604,0.749988426056458,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-35-57-625168,friedman_mse,2,3,3,0.146649913543097,0.0684282919916013,0.751486697762553,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-01-726948,friedman_mse,2,3,4,0.147202829035445,0.0698700256938724,0.750373219615623,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-05-876931,poisson,sqrt,1,2,0.143405396602595,0.0655237115021112,0.758753574809403,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-10-854083,poisson,sqrt,1,3,0.14367417439835,0.066512218530034,0.75817625277034,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-15-564845,poisson,sqrt,1,4,0.145124903987677,0.0698581396639426,0.755324344635025,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-20-109318,poisson,sqrt,2,2,0.144778956434831,0.0672297131558419,0.75591107037954,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-24-891536,poisson,sqrt,2,3,0.144987814950588,0.0676994173179102,0.755106962872969,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-29-433454,poisson,sqrt,2,4,0.145116579831423,0.0668013356390065,0.754669485152647,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-34-001269,poisson,sqrt,3,2,0.146803828417724,0.0699017991788548,0.751511803636104,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-38-482185,poisson,sqrt,3,3,0.147241281432342,0.0699240954081173,0.750403492373546,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-42-796057,poisson,sqrt,3,4,0.147033411476104,0.0696673554963085,0.7506864686651,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-47-161499,poisson,log2,1,2,0.143935940338013,0.0677337590371078,0.75812670823627,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-52-036500,poisson,log2,1,3,0.1447417647573,0.068691007927113,0.756097228494408,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-56-717096,poisson,log2,1,4,0.144286860439125,0.0671305952689857,0.756342080345877,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-01-230581,poisson,log2,2,2,0.144179218562552,0.0671592026364644,0.757178592253298,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-05-989942,poisson,log2,2,3,0.144335004737078,0.0667050980129717,0.756810142929913,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-10-569984,poisson,log2,2,4,0.14428851534841,0.0660447801984137,0.756586970970608,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-15-479035,poisson,log2,3,2,0.146929643639211,0.0694412915833753,0.750754499937371,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-19-756223,poisson,log2,3,3,0.146937145924066,0.0698523184793831,0.751006617947428,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
