grid_search_id,criterion,max_features,min_samples_leaf,min_samples_split,rmse_val,mad_val,r2_val,comment
2024-01-02-10-36-46-881059,poisson,log2,2,2,0.157632287105962,0.0822449938026604,0.724926154832972,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-51-121254,poisson,log2,2,3,0.156503234603969,0.0795252701323516,0.728022406409987,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-55-298307,poisson,log2,2,4,0.155410943125116,0.0799459835869451,0.730983231765115,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-36-59-284118,poisson,log2,3,2,0.167457159140243,0.095398547897024,0.696734423740207,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-03-450859,poisson,log2,3,3,0.168123081097308,0.0981055015317659,0.694989096399226,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-07-429871,poisson,log2,3,4,0.167026311780068,0.0948605878470612,0.698320285695748,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-11-805316,poisson,1,1,2,0.140516813868589,0.0594865794616119,0.759107177003588,(best MAD) Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-16-442940,poisson,1,1,3,0.140689764475843,0.0599780192663734,0.759638452547053,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-20-838281,poisson,1,1,4,0.140506812478226,0.0603037135794017,0.760146175687941,(best r2) Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-25-308807,poisson,1,2,2,0.143150085278385,0.0615280160056369,0.754627993873712,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-29-385612,poisson,1,2,3,0.14297128406935,0.0617380259917904,0.756160014907068,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-33-525494,poisson,1,2,4,0.142234491172162,0.0614450393232833,0.757183020695705,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-37-633498,poisson,1,3,2,0.146295779093911,0.0637560418088296,0.74956463543437,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-42-121241,poisson,1,3,3,0.145999734703347,0.0639189401971317,0.749948059370993,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-46-122147,poisson,1,3,4,0.145743666880311,0.0642995419602138,0.751375038620948,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-50-151025,poisson,2,1,2,0.147409026826935,0.0690935640939586,0.749488529003081,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-54-584031,poisson,2,1,3,0.14767885956427,0.0701233468706975,0.748363099518206,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-37-59-325651,poisson,2,1,4,0.149385733413172,0.0711211877286022,0.745320774915752,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-38-03-500966,poisson,2,2,2,0.155966849737653,0.0790665706456008,0.729315217680292,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-38-07-563980,poisson,2,2,3,0.157015324642634,0.0828162004998448,0.726279413702815,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-38-11-592394,poisson,2,2,4,0.157229419127868,0.0832431741969129,0.72614042856779,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-38-15-711192,poisson,2,3,2,0.16866286839615,0.0941410780476795,0.693202135116802,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-38-19-535336,poisson,2,3,3,0.166762110384954,0.0977442940409092,0.698808790317929,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
2024-01-02-10-38-23-391840,poisson,2,3,4,0.167843443406432,0.0968442527441632,0.69535720599795,Train 1 to 200 test 200 to 250 using 02312.00004_data-filter/bm-dm-st-ue-uz-sorted-clean-normalized.
