Oxs_TimeDriver::Simulation time,Oxs_UniformExchange::Energy,Oxs_ScriptUZeeman::Energy,Oxs_Demag::Energy,Oxs_ScriptUZeeman::B
0.0,0.7439735570697712,0.5095581284140186,0.8561465326213222,0.0
5.022599754633566e-07,0.7439712964446469,0.5095581284140175,0.8561452757254473,2.5721437360071936e-05
2.511299877316783e-06,0.7439622060998736,0.5095581284138752,0.8561403009936914,0.0001286070892339
1.0547459484730489e-05,0.7439250791354215,0.5095581284022802,0.8561212477147031,0.0005401426719799
4.269209791438532e-05,0.7437643162675524,0.5095581273413914,0.856058567046033,0.00218582296253
0.00017127065163300461,0.7429246418108099,0.5095579838388336,0.8560246967372576,0.0087388069017679
0.0006855848665074817,0.7363457973672468,0.509531639185565,0.859423852305121,0.0330781533959586
0.0021825818930449204,0.6866967613747754,0.5084720360832505,0.9024230822577375,0.0560324729610009
0.0037717227942810146,0.6127956707463198,0.5100390079712459,0.9695441956914717,0.0075856431141732
0.00547821060340388,0.571349612103535,0.5153141340339015,0.9983774690620775,0.0590200737279121
0.007126987172652603,0.5547519115196946,0.5101433219221252,1.0000000000000002,0.0061031965345878
0.008666015239121392,0.5682300941385161,0.5046518357278562,0.9695424083076001,0.0556837403147447
0.010106548465596861,0.5968548696618138,0.5061160393485732,0.9239208381417188,0.0362863037883149
0.011503155206608176,0.6092323189860077,0.5128432622860928,0.8969544880504194,0.0308393429474099
0.012921850524169167,0.6402485847171902,0.5157271137164049,0.8495037720112173,0.057780382214839
0.01433442114878686,0.6874912505070938,0.5103071031900979,0.7849138323102725,0.008082981353399
0.0157231236943663,0.7200901407432451,0.5054857180159305,0.7369697335755363,0.0517189776324317
0.017092829395036188,0.7661788539807822,0.505892977032752,0.6742956317762439,0.0457881166622781
0.018472265474092753,0.8217834935025802,0.5112924889782349,0.6012417896569546,0.0179588930983167
0.019824283495935957,0.8578834925519306,0.5163061914437185,0.549697125515223,0.0588253996673579
0.02116924136020307,0.9046695829395247,0.513052553977428,0.48595917319872917,0.0280115420317635
0.022658551811335373,0.9712048349839869,0.503923140756409,0.39924686851422897,0.0422535353613671
0.024071542221905676,0.9999999999999999,0.5011019527112347,0.35472830439167624,0.0531412328399792
0.02538291711152645,0.9997038102960399,0.5097707110231519,0.3428541378811196,0.0010548102796912
0.026634590842412924,0.982338510155692,0.5222217819751481,0.3502078309680805,0.052720859921348
0.027843655665154267,0.9432646796354095,0.5223913882457085,0.3817086630817548,0.0493797863880762
0.029087988907449444,0.8998949522559033,0.5081737921849943,0.4173146463732478,0.0052413256847328
0.030328592629074533,0.8764548160135802,0.49494046103043815,0.43089480770071664,0.0542552040227642
0.03156063489249919,0.860987691353731,0.49605269680632524,0.435846615291821,0.0465843516559734
0.032789755325246084,0.8430719657673401,0.5125359667730358,0.44342868343296993,0.0092342779442187
0.03397559864370678,0.8335473385568223,0.528688676511137,0.44203457791522927,0.0547255816329079
0.03508984748295684,0.8277335344925761,0.527262986653349,0.4372300619668621,0.0493849833228343
0.03613709600240453,0.8124723842587268,0.5112653012065402,0.44340062673976477,0.0048487661382148
0.037157448792535186,0.7900325609270217,0.49500224965635115,0.45751761259389734,0.0424727542248094
0.03815098414752323,0.7709878773492945,0.4894301275811391,0.4679700998874827,0.0588055255874286
0.03915197808571822,0.7548460583970452,0.49760686235832935,0.47509072581616185,0.0338171754142547
0.04014936362262167,0.7314184646876633,0.5150502291358394,0.49023053963709295,0.014908039453332
0.04122700238002129,0.6991649993698618,0.5301156931816968,0.5140877497763261,0.0548218828663821
0.04228349010164576,0.6740372377229378,0.527944838991258,0.5301426838481469,0.0508141036042028
0.043336612754765816,0.6545660920025654,0.511953910481787,0.5399607373310265,0.0072357749685676
0.04436286992990305,0.6351035525829244,0.49742205211713897,0.5500248991028236,0.0409888351628388
0.04540024036671895,0.6173720887430916,0.49375962438446197,0.5580279639570536,0.0587916167054239
0.046425824375527835,0.6077117484493506,0.5012183391539272,0.5572855226897853,0.0326543612275468
0.04747731208385339,0.6057001606082894,0.5142966212289569,0.5479916929566035,0.0189095281963919
0.048520549076173924,0.6039245882919674,0.5228645421509549,0.538694097153191,0.0556745391137694
0.04957198610344926,0.6037415283365146,0.5198039196559542,0.5276931166252428,0.0496810526319134
0.050630702559061276,0.6060275721220506,0.5103053871723556,0.5141010621906397,0.0048052323421442
0.051700580885461894,0.6056971484485862,0.5048705824361264,0.5034421440232173,0.0442244353036185
0.05277940778124411,0.6071709989576125,0.5053398378630407,0.4908039571010321,0.0577538836780289
0.05387315112131985,0.6102396535546859,0.5082098869945676,0.47647501780671786,0.0236282476053905
0.05494921391110589,0.6071542032683191,0.5110170595112549,0.46927635257643785,0.0294210510250379
0.05605164051889015,0.6022884091726532,0.5115860297326376,0.46385067433257254,0.0588042183720371
0.05716875820135398,0.5999565690966533,0.5094219794796792,0.45561629640214796,0.0378505271531763
0.05828729428999993,0.5921945155277348,0.5104878720240779,0.45354060455503986,0.0159948701929139
0.05939888761554245,0.5776299701034299,0.515372240816565,0.4590965056152758,0.0558228977315113
0.06052723789142967,0.5622741725906841,0.5156107271774586,0.465413660212912,0.0471731956106421
0.061638230941776506,0.5457459133084585,0.5092506028396497,0.4732359924556595,0.0022541902455751
0.06276952753296589,0.5275600142306572,0.5021885508583558,0.4827135381686627,0.0502993136121491
0.06394398929237359,0.5148961407911935,0.5002312147530347,0.48575694508764955,0.0527469207897812
0.06511624331145688,0.5072303861703016,0.5083777801801315,0.48344688451226037,0.0051732926453234
0.06625509638135785,0.499207663769647,0.5224723782928248,0.4818798642661386,0.0462564686497558
0.06742813432364164,0.4979052218468015,0.5268862618527194,0.4727031372797732,0.0555598625831914
0.06859988863803702,0.4991803705727348,0.5134859389295628,0.4609194075827292,0.0122368448413809
0.06973906047764442,0.4963405691874663,0.49611521399904196,0.45404951914383207,0.0414973224571513
0.07088593312075044,0.4958450823273156,0.4897106501653345,0.444602241231425,0.0578528877166073
0.07202698012906622,0.4986703418020273,0.5011906919524363,0.43169409743745457,0.0218376044213026
0.07316833659122757,0.5030212221420665,0.5240673795989814,0.41724730632409135,0.0338790391024913
0.07433822404420445,0.5094070818374549,0.5365923924177123,0.40047973758343836,0.0589742295457539
0.07550119483448271,0.5154795867521296,0.5228824405157123,0.384283306703032,0.0287244889878508
0.07669593404908742,0.5212107822089936,0.49599673801936855,0.36838047063569257,0.0297574343070541
0.07790872939950975,0.5271699073294674,0.48256363085168935,0.35225767618959103,0.0590596416361002
0.07911306456047658,0.5279670592243495,0.49551815397926824,0.34204284656057093,0.0292295724839956
0.08030449833989904,0.5244187487456979,0.5244508996905666,0.33677108862270244,0.0291081407619131
0.08148071329102427,0.5222837499416484,0.5406555099764897,0.3301180618745143,0.0590245769044132
0.08265677473516984,0.51809275491871,0.5264515966407076,0.32585004866914313,0.0326941936210987
0.08381186526167003,0.5103033893694162,0.4977734094208873,0.32579204082858015,0.0238091405722073
0.08497521552214088,0.5001615321760864,0.48128222002358895,0.3283333181302426,0.058423624056765
0.08611697972352557,0.49320608375068675,0.49005984292998495,0.32758790880599586,0.0392962976430347
0.08725994839169572,0.4861035140784452,0.5176371702939079,0.32717441437127603,0.0153602594951633
0.08839259706140708,0.4734995430670894,0.5407491996730974,0.3329921443685635,0.0559586769124675
0.08954719801020572,0.4640123763662969,0.5362873083487973,0.33528589795107977,0.0460906433659796
0.09071085196609033,0.4580303409546389,0.5055512435369732,0.333834547159219,0.006701493102286
0.09189167218115393,0.4478152478634847,0.47572168598195,0.33709206553097215,0.0536057028843132
0.09309683767751667,0.4358607897001038,0.4758968852521953,0.34217615179289207,0.0483505988368542
0.09432017203448106,0.427178243379161,0.5142762220137348,0.34363020104756026,0.0059953952040194
0.09555012005200844,0.4182704834023653,0.5574599757306221,0.3454342106252619,0.0543385548381041
0.09678670821102843,0.4061515018326667,0.5541497849327307,0.350846806982825,0.0463097139280454
0.09799888974655224,0.394817158565239,0.5004930340234224,0.3556289476033736,0.0088163985098858
0.0991974507514496,0.3839580800590521,0.44962427033288066,0.36008912255241676,0.0548110896404247
0.10040261942341736,0.37107926116182,0.454878092304034,0.36686786514736736,0.0465400916463492
0.10161677063824157,0.3549869043737144,0.5204054810511216,0.3772161832876473,0.0085475461846684
0.10283438433124475,0.34122794364556996,0.5842278617877927,0.38501168969298916,0.0550694057930744
0.10404862724964722,0.3283601236478012,0.5746571868779509,0.39195311508234165,0.0458115235291945
0.10524037708780809,0.311984313899754,0.496976580444682,0.4029006963754369,0.0085687288494013
0.106448358125734,0.3006425640748015,0.4263093308154303,0.408193831248693,0.0548970955076665
0.1076954591581001,0.29282830111389613,0.4383417375002583,0.40947706810884,0.045037730543473
0.1089206467964571,0.2855326554637657,0.5285226453929782,0.4103404979112881,0.0114493407004984
0.11013806649895411,0.2844640172735813,0.6060450916774649,0.4044261523706203,0.0560616741061712
0.11137368656377006,0.28703996575209223,0.5854579187426869,0.39451265866424756,0.0431636975177839
0.11260938100900403,0.2911777785825248,0.48345406740570035,0.38297218010751277,0.0147221004823907
0.11385091694435381,0.2966328914899714,0.40698073498395737,0.3700485537030438,0.0573357551891601
0.11507247249940786,0.30154767341579214,0.43588828903377796,0.35788890863026634,0.0404303554361691
