Oxs_TimeDriver::Simulation time,Oxs_UniformExchange::Energy,Oxs_ScriptUZeeman::Energy,Oxs_Demag::Energy,Oxs_ScriptUZeeman::B
0.0,0.7439686989527666,0.4992739872976932,0.8561486140159809,0.0
5.022599754633566e-07,0.7439664383420731,0.49927398729769273,0.8561473571170408,1.4466821618903774e-05
2.511299877316783e-06,0.7439573480553299,0.4992739872976379,0.8561423823731569,7.233408153853341e-05
1.0547459484730489e-05,0.7439202213278835,0.4992739872931709,0.8561233290477142,0.00030380120919
4.269209791438532e-05,0.7437594594862698,0.499273986884393,0.8560606482262183,0.0012295439551191
0.00017127065163300461,0.7429197903897226,0.4992739314559106,0.8560267778341784,0.0049244159846449
0.0006855848665074817,0.7363409879429739,0.49926335880989936,0.859425941527276,0.0191891722784622
0.0021826525353153964,0.6866890215491473,0.4985994799606539,0.9024282814642177,0.0462170642296442
0.0037718604145684136,0.6127863847918357,0.4971834938608199,0.9695510791699875,0.0363891644719519
0.005478436237623174,0.5713428157167811,0.5001999106446717,0.998381140828005,0.0077455242760568
0.0071274049768275055,0.5547469450156457,0.5063461084061162,1.0,0.0437326511446984
0.008666622666988399,0.5682391885661409,0.5062190596370312,0.9695251268934153,0.0415538203820911
0.010107187538145056,0.5968602270857872,0.5005957891157218,0.9239073362136425,0.0088623864472822
0.011503758030142282,0.6092349060202632,0.4955880848440372,0.8969442547845721,0.0291158844641615
0.012922425443022594,0.6402638848782409,0.49387821263761955,0.8494796323319878,0.0476681079482527
0.014334998141692876,0.6875034127579416,0.49544632384056775,0.784892896151347,0.0335189511099132
0.015723772056769017,0.7201016832064404,0.4996313038624363,0.7369485622949412,0.002843293588301
0.01709353100828106,0.7662038899697279,0.5044621782976327,0.6742587253720629,0.0369802410896565
0.018472988017798363,0.821802621364061,0.5064157574125071,0.6012106978963367,0.047236711268888
0.0198250883251941,0.8578990697667952,0.5035399702419701,0.5496686252277132,0.0272835856398594
0.021170119932487703,0.904703548253178,0.4977155824716957,0.4859091162434743,0.0096340340816742
0.022659500619634947,0.9712332191498436,0.4916428952056279,0.3992018071550425,0.0425899540662477
0.02407243093069507,1.0,0.4895375125811919,0.3547145454201641,0.0442927842958934
0.02538374524258836,0.9996929048306975,0.4941247286399503,0.3428527544169242,0.0184568978006987
0.026635390498635756,0.9823138294576081,0.5049689872289775,0.3502219801971522,0.0167380819786741
0.027844465915945308,0.9432282744204885,0.5157021726109208,0.38173579934257695,0.042281337872732
