Oxs_TimeDriver::Simulation time,Oxs_UniformExchange::Energy,Oxs_ScriptUZeeman::Energy,Oxs_Demag::Energy,Oxs_ScriptUZeeman::B
0.0,0.7439679147624862,0.5067772966130398,0.856148567426015,0.0
5.022599754633566e-07,0.7439656541288331,0.5067772966130396,0.8561473105269137,1.23729396068056e-05
2.511299877316783e-06,0.7439565637497652,0.5067772966130124,0.8561423357823867,6.186468304032364e-05
1.0547459484730489e-05,0.7439194366452451,0.5067772966107915,0.8561232824544847,0.0002598305772291
4.269209791438532e-05,0.7437586731708701,0.5067772964075541,0.8560606016248993,0.0010516231454667
0.00017127065163300461,0.7429189955463094,0.5067772688280922,0.8560267312284029,0.0042142197958235
0.0006855848665074817,0.7363401262825884,0.5067719441187509,0.8594258953396616,0.0165730723315183
0.0021826614037731232,0.6866872479209272,0.5063918817714497,0.9024286179300309,0.0440855957234117
0.003771877711943361,0.6127836064748315,0.50501285512405,0.9695516163760118,0.0483389462092166
0.005478470148798551,0.57133982323439,0.504918246109545,0.9983813131540675,0.0221646019933865
0.007127404707072729,0.5547442308711688,0.5090094392594451,1.0000000000000002,0.0173051315218457
0.008666567845549436,0.568235457493077,0.5136506237964344,0.9695268805280721,0.044928278823217
0.010107173247088423,0.5968577311401311,0.5143046338739053,0.9239076556334587,0.0488125601743137
0.011503754939099236,0.609232712485676,0.5109754587149358,0.8969442883643353,0.0302326961067648
0.012922383453336447,0.6402606310245302,0.5064865845367401,0.8494815126711803,0.0025084930225557
0.014334909463915892,0.6874995153199115,0.5035436201220033,0.7848963514636182,0.0339745548884072
0.015723707640310437,0.7200990632296023,0.502548417031438,0.7369507673136859,0.0497161712301694
0.01709350672751501,0.7662023084770535,0.5028458592687179,0.6742599779879386,0.0435374696999613
0.01847296326528184,0.8218017993572835,0.5047488255099006,0.6012117437056446,0.018241988893477
0.01982496329868512,0.8578961710350417,0.508844539646275,0.5496731971221018,0.0144316845434761
0.021169902814165587,0.9046945645032636,0.5140985549858547,0.48592170452650163,0.0408968655253233
0.02265926314512133,0.971226066892309,0.5173718510645741,0.399213221938546,0.0499646060975712
0.024072181503244985,1.0,0.5149082631431525,0.3547185020965242,0.0349508605997665
0.02538348496498311,0.999696131029659,0.5083268974030143,0.3428532644525941,0.0063275622593727
0.026635141930629602,0.9823211979591151,0.5008022555071951,0.35021764662780597,0.023532180600703
0.02784421591195706,0.9432388979359012,0.4949796966354141,0.3817275398191431,0.0443263027115881
0.02908849111821635,0.8998763590877201,0.4923074219601119,0.417325949935474,0.0499113883698301
0.03032901588100498,0.8764446063906057,0.4944748085348785,0.43089758144680546,0.0375658435407015
0.03156098898871451,0.8609776235536037,0.5023047646047631,0.43584982402426387,0.011962247903596
0.03278992121318072,0.8430647008565344,0.5142615136136719,0.4434304386193093,0.0178012160847333
0.033975824291822956,0.8335411518898883,0.5254063568204407,0.4420345186170451,0.0406868365764202
0.03509004509513239,0.8277265118911852,0.5308401375434861,0.437231141326915,0.050098499184316
0.036137237921260196,0.8124641656530902,0.5289756963276232,0.44340348368507176,0.045654261462437
0.03715755372278065,0.7900247640764393,0.5211227213283153,0.45752029355208124,0.0299807223624031
0.03815105548880234,0.7709811886175155,0.510299207866441,0.46797184584157603,0.0076191212046145
0.03915203004280758,0.7548395771545375,0.4994167656377038,0.47509238540322074,0.0166871398583212
0.040149408724618085,0.7314115414583175,0.4912867597095105,0.49023268233548767,0.036997541729741
0.04122704450240221,0.6991580318006743,0.48722311291808557,0.5140898774530782,0.0491033187631737
0.04228352381396883,0.6740307430204586,0.4882483715091428,0.5301442914125734,0.0479859393019432
0.043336641053055805,0.654559685937631,0.4936409573076606,0.5399622327333644,0.0343496459849256
0.04436290433782673,0.6350969136837843,0.5020172331887518,0.5500265383679672,0.012406722404888
0.04540028527432972,0.617365437873219,0.5117134328736331,0.5580294694694603,0.0128740377351492
